iter	SurvivalAft	SurvivalAft:dist=Normal
886	0.3636974992	0.3636974992
887	0.3637111173	0.3637111173
888	0.3633383666	0.3633383666
889	0.3625110341	0.3625110341
890	0.3622007677	0.3622007677
891	0.3613748809	0.3613748809
892	0.3609801957	0.3609801957
893	0.3602807817	0.3602807817
894	0.3598666993	0.3598666993
895	0.359362806	0.359362806
896	0.3596480825	0.3596480825
897	0.3593452808	0.3593452808
898	0.3594429909	0.3594429909
899	0.3595762133	0.3595762133
900	0.3600563489	0.3600563489
901	0.3599433555	0.3599433555
902	0.360072762	0.360072762
903	0.3588829069	0.3588829069
904	0.3588004355	0.3588004355
905	0.3586153713	0.3586153713
906	0.3580297293	0.3580297293
907	0.3573970375	0.3573970375
908	0.357191011	0.357191011
909	0.3573269536	0.3573269536
910	0.357160417	0.357160417
911	0.3572217271	0.3572217271
912	0.3572822088	0.3572822088
913	0.3569222672	0.3569222672
914	0.3570552208	0.3570552208
915	0.35632297	0.35632297
916	0.3556345368	0.3556345368
917	0.3558432801	0.3558432801
918	0.3559804966	0.3559804966
919	0.3561554176	0.3561554176
920	0.3556653856	0.3556653856
921	0.3557344242	0.3557344242
922	0.3555212051	0.3555212051
923	0.3554699724	0.3554699724
924	0.3546511134	0.3546511134
925	0.354528187	0.354528187
926	0.3537971233	0.3537971233
927	0.3536047458	0.3536047458
928	0.352958649	0.352958649
929	0.3528832656	0.3528832656
930	0.3528144751	0.3528144751
931	0.3529462397	0.3529462397
932	0.3531656211	0.3531656211
933	0.35210788	0.35210788
934	0.3517832173	0.3517832173
935	0.352006133	0.352006133
936	0.3516283746	0.3516283746
937	0.3503694647	0.3503694647
938	0.350604663	0.350604663
939	0.3507555461	0.3507555461
940	0.3507201557	0.3507201557
941	0.3504433794	0.3504433794
942	0.3502954092	0.3502954092
943	0.350337922	0.350337922
944	0.3504150898	0.3504150898
945	0.3496139415	0.3496139415
946	0.3495256449	0.3495256449
947	0.3486929867	0.3486929867
948	0.3482031078	0.3482031078
949	0.3483272285	0.3483272285
950	0.3484149334	0.3484149334
951	0.3475647824	0.3475647824
952	0.3472272597	0.3472272597
953	0.3472479065	0.3472479065
954	0.3474608841	0.3474608841
955	0.3465772629	0.3465772629
956	0.34611086	0.34611086
957	0.3457152161	0.3457152161
958	0.3454922449	0.3454922449
959	0.3454571384	0.3454571384
960	0.3455447462	0.3455447462
961	0.3454847502	0.3454847502
962	0.345637121	0.345637121
963	0.3456662917	0.3456662917
964	0.3458128539	0.3458128539
965	0.3456006521	0.3456006521
966	0.3452267255	0.3452267255
967	0.3449972056	0.3449972056
968	0.3452954646	0.3452954646
969	0.3454954651	0.3454954651
970	0.3440823318	0.3440823318
971	0.3433409305	0.3433409305
972	0.3433825681	0.3433825681
973	0.3430264925	0.3430264925
974	0.3431954215	0.3431954215
975	0.3422972095	0.3422972095
976	0.3416528456	0.3416528456
977	0.3414956218	0.3414956218
978	0.3416822041	0.3416822041
979	0.3416438968	0.3416438968
980	0.3415780839	0.3415780839
981	0.3414221055	0.3414221055
982	0.3415381997	0.3415381997
983	0.3416635984	0.3416635984
984	0.3408842634	0.3408842634
985	0.3403147558	0.3403147558
986	0.3406079461	0.3406079461
987	0.3408823077	0.3408823077
988	0.3410935603	0.3410935603
989	0.3408233398	0.3408233398
990	0.3410376285	0.3410376285
991	0.3405818411	0.3405818411
992	0.3405491873	0.3405491873
993	0.3398274894	0.3398274894
994	0.3390706011	0.3390706011
995	0.338548301	0.338548301
996	0.3384526447	0.3384526447
997	0.3382401172	0.3382401172
998	0.3375441039	0.3375441039
999	0.336866775	0.336866775
